run,iteration.duration,iteration.duration_s,iteration.no,row.no,row.num_cycle,row.n_population,row.n_selection,row.n_offspring,row.n_mutated,row.n_survivors,row.mutsum.DELETE,row.mutsum.INSERT,row.mutsum.CHANGE,row.mutsum.TRANSP,row.mutsum.NONE,row.avg_zeros,row.avg_survivors_fitness,row.median_survivors_fitness,row.max_survivors_fitness
1,0:03:13.155777,193.15577745437622,2,72,71,25,25,200,200,25,4,61,52,69,14,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,73,72,25,25,200,200,25,0,56,56,71,17,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,74,73,25,25,200,200,25,2,63,63,62,10,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,75,74,25,25,200,200,25,1,57,64,54,24,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,76,75,25,25,200,200,25,2,65,58,59,16,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,77,76,25,25,200,200,25,3,60,50,70,17,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,78,77,25,25,200,200,25,1,56,64,61,18,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,79,78,25,25,200,200,25,5,51,50,78,16,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,80,79,25,25,200,200,25,2,57,57,56,28,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,81,80,25,25,200,200,25,2,58,68,58,14,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,82,81,25,25,200,200,25,3,61,59,61,16,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,83,82,25,25,200,200,25,0,70,52,63,15,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,84,83,25,25,200,200,25,2,62,51,65,20,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,85,84,25,25,200,200,25,0,54,67,64,15,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,86,85,25,25,200,200,25,3,71,49,59,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,87,86,25,25,200,200,25,2,56,59,62,21,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,88,87,25,25,200,200,25,2,51,73,60,14,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,89,88,25,25,200,200,25,1,62,56,59,22,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,90,89,25,25,200,200,25,1,58,54,75,12,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,91,90,25,25,200,200,25,1,64,74,38,23,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,92,91,25,25,200,200,25,4,56,56,63,21,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,93,92,25,25,200,200,25,3,55,63,62,17,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,94,93,25,25,200,200,25,4,61,64,49,22,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,95,94,25,25,200,200,25,2,57,63,59,19,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,96,95,25,25,200,200,25,2,57,59,64,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,97,96,25,25,200,200,25,2,46,65,67,20,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,98,97,25,25,200,200,25,4,65,50,65,16,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,99,98,25,25,200,200,25,2,66,63,51,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,100,99,25,25,200,200,25,5,67,58,52,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,1,0,100,25,200,200,25,2,58,64,59,17,0.045925925925925926,1.005398484227747,1.0060274990920117,1.034471241643121
1,0:03:13.155777,193.15577745437622,2,2,1,25,25,200,200,25,2,62,67,56,13,0.05037037037037037,1.0451551711210283,1.0375740899242964,1.0838781830269257
1,0:03:13.155777,193.15577745437622,2,3,2,25,25,200,200,25,4,61,65,50,20,0.0874074074074074,1.0834042983847467,1.0770287782821715,1.1564063874045134
1,0:03:13.155777,193.15577745437622,2,4,3,25,25,200,200,25,3,52,62,68,15,0.12,1.1242321990792083,1.1136123014976698,1.1743195119025898
1,0:03:13.155777,193.15577745437622,2,5,4,25,25,200,200,25,3,70,53,58,16,0.14814814814814814,1.1652254856358188,1.1629632587955074,1.190355595312964
1,0:03:13.155777,193.15577745437622,2,6,5,25,25,200,200,25,0,58,61,67,14,0.16740740740740737,1.229917981840602,1.2268559835406512,1.2508748575207682
1,0:03:13.155777,193.15577745437622,2,7,6,25,25,200,200,25,1,62,56,58,23,0.18814814814814812,1.250154828098524,1.2481435044122025,1.2841341792850516
1,0:03:13.155777,193.15577745437622,2,8,7,25,25,200,200,25,1,64,61,51,23,0.24,1.2709440386997333,1.2700551638111248,1.3174252423779216
1,0:03:13.155777,193.15577745437622,2,9,8,25,25,200,200,25,1,62,60,62,15,0.22962962962962963,1.2980500129624533,1.2940643369021545,1.3191017146004163
1,0:03:13.155777,193.15577745437622,2,10,9,25,25,200,200,25,1,63,58,61,17,0.23703703703703702,1.3005376493909253,1.295302642947924,1.3259655184699226
1,0:03:13.155777,193.15577745437622,2,11,10,25,25,200,200,25,1,67,62,55,15,0.2711111111111111,1.3090377804794997,1.30334277835157,1.334717660414214
1,0:03:13.155777,193.15577745437622,2,12,11,25,25,200,200,25,1,58,64,65,12,0.28888888888888886,1.3233698467355464,1.3201167888330545,1.334794848429198
1,0:03:13.155777,193.15577745437622,2,13,12,25,25,200,200,25,4,52,70,62,12,0.32,1.3439876826399109,1.3383610229344658,1.3947685171721866
1,0:03:13.155777,193.15577745437622,2,14,13,25,25,200,200,25,1,66,45,71,17,0.3540740740740741,1.3488686266214387,1.3439161404245843,1.3947685171721866
1,0:03:13.155777,193.15577745437622,2,15,14,25,25,200,200,25,4,59,53,68,16,0.43111111111111106,1.3832882663939865,1.3850966174316213,1.4188540358820378
1,0:03:13.155777,193.15577745437622,2,16,15,25,25,200,200,25,4,69,49,61,17,0.4903703703703704,1.423307534401294,1.4246517750186611,1.4418688834321327
1,0:03:13.155777,193.15577745437622,2,17,16,25,25,200,200,25,3,46,65,67,19,0.5096296296296297,1.4429903278192264,1.4418074847479918,1.4593116303855242
1,0:03:13.155777,193.15577745437622,2,18,17,25,25,200,200,25,2,78,63,45,12,0.5199999999999999,1.4531374753575335,1.4521406108969515,1.4945014710995106
1,0:03:13.155777,193.15577745437622,2,19,18,25,25,200,200,25,3,60,63,55,19,0.5422222222222222,1.4709942460309173,1.4650621519405242,1.5451939162975612
1,0:03:13.155777,193.15577745437622,2,20,19,25,25,200,200,25,1,65,72,47,15,0.5881481481481481,1.5305919175957567,1.520190115633751,1.574943758713152
1,0:03:13.155777,193.15577745437622,2,21,20,25,25,200,200,25,6,60,50,67,17,0.6074074074074073,1.5493799957454675,1.552250495031728,1.5841550049222999
1,0:03:13.155777,193.15577745437622,2,22,21,25,25,200,200,25,1,61,62,60,16,0.6355555555555555,1.6026862257694428,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,23,22,25,25,200,200,25,3,64,60,58,15,0.6355555555555555,1.6026862257694428,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,24,23,25,25,200,200,25,0,51,75,55,19,0.6355555555555555,1.6026862257694428,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,25,24,25,25,200,200,25,1,64,52,58,25,0.6355555555555555,1.6026862257694428,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,26,25,25,25,200,200,25,2,56,60,70,12,0.64,1.6027885438775185,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,27,26,25,25,200,200,25,5,77,56,51,11,0.64,1.6027885438775185,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,28,27,25,25,200,200,25,2,59,57,63,19,0.64,1.6027885438775185,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,29,28,25,25,200,200,25,0,54,67,62,17,0.64,1.6027885438775185,1.597583183127083,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,30,29,25,25,200,200,25,4,62,60,56,18,0.642962962962963,1.603954132116475,1.601107572297805,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,31,30,25,25,200,200,25,2,49,65,62,22,0.6488888888888888,1.6057048194256378,1.6021079007743868,1.6227730630598953
1,0:03:13.155777,193.15577745437622,2,32,31,25,25,200,200,25,1,55,63,64,17,0.6414814814814815,1.6263883900488019,1.618881620373966,1.6780403117549838
1,0:03:13.155777,193.15577745437622,2,33,32,25,25,200,200,25,2,60,59,54,25,0.6414814814814815,1.64428256015655,1.6357523733291983,1.6780403117549838
1,0:03:13.155777,193.15577745437622,2,34,33,25,25,200,200,25,0,61,63,57,19,0.6177777777777779,1.679737254632612,1.6829302256812713,1.6900853657838546
1,0:03:13.155777,193.15577745437622,2,35,34,25,25,200,200,25,2,64,60,57,17,0.6251851851851852,1.681640829144095,1.6829302256812713,1.6900853657838546
1,0:03:13.155777,193.15577745437622,2,36,35,25,25,200,200,25,2,58,60,66,14,0.6251851851851852,1.681640829144095,1.6829302256812713,1.6900853657838546
1,0:03:13.155777,193.15577745437622,2,37,36,25,25,200,200,25,2,59,59,63,17,0.6296296296296297,1.682054658929792,1.6829302554835937,1.6900853657838546
1,0:03:13.155777,193.15577745437622,2,38,37,25,25,200,200,25,1,81,33,68,17,0.6296296296296297,1.682054658929792,1.6829302554835937,1.6900853657838546
1,0:03:13.155777,193.15577745437622,2,39,38,25,25,200,200,25,0,56,60,60,24,0.6340740740740741,1.684172950111936,1.6829456924488158,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,40,39,25,25,200,200,25,5,55,70,55,15,0.6518518518518519,1.6844190579552987,1.6829456924488158,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,41,40,25,25,200,200,25,0,69,53,60,18,0.6518518518518519,1.6844190579552987,1.6829456924488158,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,42,41,25,25,200,200,25,2,57,61,58,22,0.6518518518518519,1.6844190579552987,1.6829456924488158,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,43,42,25,25,200,200,25,6,65,60,51,18,0.6518518518518519,1.6844190579552987,1.6829456924488158,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,44,43,25,25,200,200,25,3,61,50,65,21,0.6977777777777777,1.6852604731826717,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,45,44,25,25,200,200,25,0,62,65,58,15,0.6977777777777777,1.6852604731826717,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,46,45,25,25,200,200,25,0,69,55,59,17,0.6977777777777777,1.6852604731826717,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,47,46,25,25,200,200,25,2,58,58,67,15,0.6977777777777777,1.6852604731826717,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,48,47,25,25,200,200,25,1,70,44,58,27,0.6977777777777777,1.6853147912093505,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,49,48,25,25,200,200,25,2,62,73,40,23,0.6962962962962963,1.6858847385453293,1.6843214119601884,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,50,49,25,25,200,200,25,0,65,66,50,19,0.6918518518518517,1.6906506236210839,1.6924226528890145,1.6939575706316532
1,0:03:13.155777,193.15577745437622,2,51,50,25,25,200,200,25,2,56,51,71,20,0.7007407407407408,1.6958717661088107,1.6959216369636663,1.6959430946357854
1,0:03:13.155777,193.15577745437622,2,52,51,25,25,200,200,25,2,51,59,68,20,0.7007407407407408,1.6958717661088107,1.6959216369636663,1.6959430946357854
1,0:03:13.155777,193.15577745437622,2,53,52,25,25,200,200,25,3,72,58,51,16,0.7007407407407408,1.6958717661088107,1.6959216369636663,1.6959430946357854
1,0:03:13.155777,193.15577745437622,2,54,53,25,25,200,200,25,2,56,69,61,12,0.7037037037037037,1.6992121279628805,1.6992061198146868,1.699227577486806
1,0:03:13.155777,193.15577745437622,2,55,54,25,25,200,200,25,2,62,58,63,15,0.7037037037037037,1.6992121279628805,1.6992061198146868,1.699227577486806
1,0:03:13.155777,193.15577745437622,2,56,55,25,25,200,200,25,1,68,59,62,10,0.7037037037037037,1.6992121279628805,1.6992061198146868,1.699227577486806
1,0:03:13.155777,193.15577745437622,2,57,56,25,25,200,200,25,2,61,65,62,10,0.7051851851851851,1.7047041903350375,1.7046583866967526,1.7060609697193097
1,0:03:13.155777,193.15577745437622,2,58,57,25,25,200,200,25,2,58,58,63,19,0.7051851851851851,1.7047041903350375,1.7046583866967526,1.7060609697193097
1,0:03:13.155777,193.15577745437622,2,59,58,25,25,200,200,25,0,58,64,59,19,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,60,59,25,25,200,200,25,3,69,58,53,17,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,61,60,25,25,200,200,25,2,60,64,61,13,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,62,61,25,25,200,200,25,1,66,68,53,12,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,63,62,25,25,200,200,25,1,59,63,60,17,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,64,63,25,25,200,200,25,1,67,50,65,17,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,65,64,25,25,200,200,25,4,61,61,58,16,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,66,65,25,25,200,200,25,1,70,52,67,10,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,67,66,25,25,200,200,25,2,77,52,52,17,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,68,67,25,25,200,200,25,3,68,53,55,21,0.705185185185185,1.7099345111813422,1.7096553769033256,1.7152122139967587
1,0:03:13.155777,193.15577745437622,2,69,68,25,25,200,200,25,1,60,67,58,14,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,70,69,25,25,200,200,25,2,60,62,61,15,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,71,70,25,25,200,200,25,0,69,53,60,18,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,72,71,25,25,200,200,25,4,61,52,69,14,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,73,72,25,25,200,200,25,0,56,56,71,17,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,74,73,25,25,200,200,25,2,63,63,62,10,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,75,74,25,25,200,200,25,1,57,64,54,24,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,76,75,25,25,200,200,25,2,65,58,59,16,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,77,76,25,25,200,200,25,3,60,50,70,17,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,78,77,25,25,200,200,25,1,56,64,61,18,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,79,78,25,25,200,200,25,5,51,50,78,16,0.7111111111111111,1.7151267958160923,1.7141386999386636,1.71961460800692
1,0:03:13.155777,193.15577745437622,2,80,79,25,25,200,200,25,2,57,57,56,28,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,81,80,25,25,200,200,25,2,58,68,58,14,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,82,81,25,25,200,200,25,3,61,59,61,16,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,83,82,25,25,200,200,25,0,70,52,63,15,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,84,83,25,25,200,200,25,2,62,51,65,20,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,85,84,25,25,200,200,25,0,54,67,64,15,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,86,85,25,25,200,200,25,3,71,49,59,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,87,86,25,25,200,200,25,2,56,59,62,21,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,88,87,25,25,200,200,25,2,51,73,60,14,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,89,88,25,25,200,200,25,1,62,56,59,22,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,90,89,25,25,200,200,25,1,58,54,75,12,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,91,90,25,25,200,200,25,1,64,74,38,23,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,92,91,25,25,200,200,25,4,56,56,63,21,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,93,92,25,25,200,200,25,3,55,63,62,17,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,94,93,25,25,200,200,25,4,61,64,49,22,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,95,94,25,25,200,200,25,2,57,63,59,19,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,96,95,25,25,200,200,25,2,57,59,64,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,97,96,25,25,200,200,25,2,46,65,67,20,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,98,97,25,25,200,200,25,4,65,50,65,16,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,99,98,25,25,200,200,25,2,66,63,51,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:13.155777,193.15577745437622,2,100,99,25,25,200,200,25,5,67,58,52,18,0.7288888888888888,1.720663961673432,1.7196495845534532,1.723709494100488
1,0:03:10.098360,190.09835958480835,4,1,0,100,25,200,200,25,0,68,59,52,21,0.019259259259259257,1.2544923839670383,1.2465023101098252,1.3097104545899034
1,0:03:10.098360,190.09835958480835,4,2,1,25,25,200,200,25,1,62,62,51,24,0.008888888888888889,1.2831283223186103,1.2824267613010374,1.3365062395859577
1,0:03:10.098360,190.09835958480835,4,3,2,25,25,200,200,25,1,59,53,73,14,0.047407407407407405,1.3180850814663168,1.3146956306737898,1.3424297365007687
1,0:03:10.098360,190.09835958480835,4,4,3,25,25,200,200,25,3,65,63,58,11,0.023703703703703703,1.3543256499377463,1.3470464677986937,1.4122684151708729
1,0:03:10.098360,190.09835958480835,4,5,4,25,25,200,200,25,4,60,58,64,14,0.09629629629629628,1.384369462394813,1.3777136336488753,1.429641609187613
1,0:03:10.098360,190.09835958480835,4,6,5,25,25,200,200,25,4,46,56,68,26,0.13037037037037036,1.431643948034939,1.4316763661480898,1.4830894126828162
1,0:03:10.098360,190.09835958480835,4,7,6,25,25,200,200,25,4,75,45,55,21,0.1733333333333333,1.4585216077383878,1.4530814494773212,1.5015963425833037
1,0:03:10.098360,190.09835958480835,4,8,7,25,25,200,200,25,1,63,70,48,18,0.19999999999999996,1.4884182387481093,1.4850789586476043,1.5116720185501045
1,0:03:10.098360,190.09835958480835,4,9,8,25,25,200,200,25,2,56,59,66,17,0.21037037037037037,1.5249241868855767,1.5217935580001838,1.5536274896778544
1,0:03:10.098360,190.09835958480835,4,10,9,25,25,200,200,25,1,53,66,61,19,0.23555555555555557,1.5408467119307958,1.5367043027641762,1.5709761322218683
1,0:03:10.098360,190.09835958480835,4,11,10,25,25,200,200,25,2,60,58,60,20,0.26370370370370366,1.5724095853193603,1.5704932635272562,1.5949060907432167
1,0:03:10.098360,190.09835958480835,4,12,11,25,25,200,200,25,4,57,52,69,18,0.28148148148148144,1.5938012464092495,1.5877779508783105,1.6519869837349903
1,0:03:10.098360,190.09835958480835,4,13,12,25,25,200,200,25,0,63,56,53,28,0.3214814814814815,1.6208172688958171,1.6246024156134797,1.6519869837349903
1,0:03:10.098360,190.09835958480835,4,14,13,25,25,200,200,25,0,58,60,61,21,0.3644444444444444,1.6460566077435361,1.6519869837349903,1.6551834658928313
1,0:03:10.098360,190.09835958480835,4,15,14,25,25,200,200,25,2,66,57,60,15,0.3748148148148148,1.6583605118654332,1.6538992801553314,1.707016507882786
1,0:03:10.098360,190.09835958480835,4,16,15,25,25,200,200,25,4,56,46,69,25,0.4133333333333333,1.673161081657555,1.6619010839051258,1.707016507882786
1,0:03:10.098360,190.09835958480835,4,17,16,25,25,200,200,25,2,59,68,59,12,0.48444444444444446,1.7052753165174734,1.7055303480407764,1.7212085451862384
1,0:03:10.098360,190.09835958480835,4,18,17,25,25,200,200,25,4,60,68,53,15,0.4933333333333333,1.723732634303871,1.7216366400826832,1.7482574562384485
1,0:03:10.098360,190.09835958480835,4,19,18,25,25,200,200,25,4,59,60,56,21,0.514074074074074,1.7296888288422607,1.727108668389941,1.7482574562384485
1,0:03:10.098360,190.09835958480835,4,20,19,25,25,200,200,25,2,57,67,59,15,0.554074074074074,1.7411501957720525,1.7399823201415927,1.7580282158727156
1,0:03:10.098360,190.09835958480835,4,21,20,25,25,200,200,25,1,57,58,63,21,0.5644444444444444,1.7524541402504263,1.7517024459411719,1.7644016716384106
1,0:03:10.098360,190.09835958480835,4,22,21,25,25,200,200,25,1,62,39,78,20,0.5985185185185184,1.7564643673316465,1.7550571953050613,1.7668807425102404
1,0:03:10.098360,190.09835958480835,4,23,22,25,25,200,200,25,5,58,62,59,16,0.5955555555555556,1.7608950081721337,1.7599299216238795,1.7668807425102404
1,0:03:10.098360,190.09835958480835,4,24,23,25,25,200,200,25,1,69,44,70,16,0.6103703703703703,1.7641406345040986,1.7647927905818626,1.7683096740801236
1,0:03:10.098360,190.09835958480835,4,25,24,25,25,200,200,25,2,55,65,56,22,0.6311111111111112,1.7688470744389448,1.7674423158097432,1.7955064056316645
1,0:03:10.098360,190.09835958480835,4,26,25,25,25,200,200,25,0,72,56,58,14,0.6592592592592592,1.7764284718218513,1.7734949849472286,1.797769561013903
1,0:03:10.098360,190.09835958480835,4,27,26,25,25,200,200,25,0,54,58,68,20,0.7022222222222223,1.7921343628402024,1.7961330083612794,1.8032542273809888
1,0:03:10.098360,190.09835958480835,4,28,27,25,25,200,200,25,2,61,58,63,16,0.7318518518518519,1.8012721287536024,1.7970252478003403,1.820663466751934
1,0:03:10.098360,190.09835958480835,4,29,28,25,25,200,200,25,2,69,51,63,15,0.7437037037037036,1.8116178852232034,1.8114554359059896,1.8228839205716787
1,0:03:10.098360,190.09835958480835,4,30,29,25,25,200,200,25,1,60,64,59,16,0.76,1.8234346467108244,1.823094929416859,1.8296746047773187
1,0:03:10.098360,190.09835958480835,4,31,30,25,25,200,200,25,0,55,58,67,20,0.7585185185185185,1.8304461472271982,1.8292869813104895,1.8364733486343285
1,0:03:10.098360,190.09835958480835,4,32,31,25,25,200,200,25,3,62,56,54,25,0.7659259259259259,1.8323092681899584,1.8311877318696088,1.8482744392686494
1,0:03:10.098360,190.09835958480835,4,33,32,25,25,200,200,25,1,70,59,49,21,0.7792592592592592,1.8460377839713573,1.839988743874077,1.8649122898318247
1,0:03:10.098360,190.09835958480835,4,34,33,25,25,200,200,25,2,64,63,59,12,0.7807407407407406,1.8530875488976426,1.851750555061892,1.8649122898318247
1,0:03:10.098360,190.09835958480835,4,35,34,25,25,200,200,25,2,58,61,56,23,0.794074074074074,1.8559022693962015,1.8551298707687975,1.8649122898318247
1,0:03:10.098360,190.09835958480835,4,36,35,25,25,200,200,25,0,60,62,56,22,0.8148148148148147,1.86552184223482,1.8655321276123225,1.8655675923759638
1,0:03:10.098360,190.09835958480835,4,37,36,25,25,200,200,25,1,52,60,65,22,0.8148148148148147,1.86552184223482,1.8655321276123225,1.8655675923759638
1,0:03:10.098360,190.09835958480835,4,38,37,25,25,200,200,25,0,46,74,58,22,0.8148148148148147,1.86552184223482,1.8655321276123225,1.8655675923759638
1,0:03:10.098360,190.09835958480835,4,39,38,25,25,200,200,25,0,59,73,51,17,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
1,0:03:10.098360,190.09835958480835,4,40,39,25,25,200,200,25,0,62,70,57,11,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
1,0:03:10.098360,190.09835958480835,4,41,40,25,25,200,200,25,1,55,75,54,15,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
1,0:03:10.098360,190.09835958480835,4,42,41,25,25,200,200,25,2,60,61,58,19,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
1,0:03:10.098360,190.09835958480835,4,43,42,25,25,200,200,25,0,61,71,48,20,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
1,0:03:10.098360,190.09835958480835,4,44,43,25,25,200,200,25,1,53,71,62,13,0.8148148148148147,1.8661977539512606,1.8661977539512604,1.8661977539512604
